article_id	verdict	hypothesis	review_basis
CBMitwFBVV95cUxOa01LcXJVTnQ4b2tYdG5TeUx0c0ZJSHp0bkhZTllfeUVQOHlhT0ZUS1RfcDZXTW4wUkJRZ2ZTbjBaeEowZkRKSnEzOWM3VzB3ZGxyNWtfM181WTUwR01Oa1dXS0VXYmV6T29DbTdJX3ZCWEpDc09HaXV3SllrQi1MSkt3NDBvcXdQc2FEUkxaOWdFQmxtOFJXSzJFckJCN1JxMFVBLWQzOGE2ZzVOUGhuTnF2X1o1eDQ	K	T1b	reclamation blamed for dwindling tahong harvests
4d80115240b19d8f8d1a4677d92f70da	D	-	class suspension
86bb193986964d57866696bef5d5d10d	D	-	class suspension
57d6e257d33ee08648915991e1c302e1	D	-	viral flood-barrier video
467402a713a86a100bd0a061dc8aa070	D	-	persistent flooding, no displacement or food content
15933a551f89244ec74d37d5dff1bc8f	D	-	coastal fire arson suspicion
2bfa3b56d6c6ccf0efa7378f80376a31	K	T3	P20 per kilo rice programme launch
8dbbbec53ae9f4ea86713652073b49e1	D	-	bare calamity declaration
CBMiowFBVV95cUxObG5Kc2w1Tl85ZkhaaVU5anBYRW1rNjZDaE5qeDQtTkRuYkVuSlpLTWwycjFMSnRaTWFRcWdFbGhBQzV2am5mNkRuSDRaWUQ0RGZmeGpUQi1WMF9VUVhXQ0JRNzhnTEM4dkxvdnI5ODMwU0haUHkzWk9kMHlvcWFvMFRPT2tzczlVNUFKWlRrVGJsRHJmUllaTVpLcG5vWkhHZFJv	D	-	food month forum
5880fbaa0e550bc205b632bbdfe25171	K	T1b	algal bloom fish kill
30f75feee5dc8e197c94253114d7a72d	D	-	fire calamity declaration
9679365e94782fc26d672aa9dc246276	D	-	fire calamity declaration
385a89c52f63ac734f4cb5288fd9a6f4	K	T3	OWWA relief aid to disaster-affected OFW families
44b65b50322a451e0a9c1edec28131b8	D	-	flooding, no displacement or food content
c27d10ef8cb74621c9447b640d18a43f	K	T1b	mass fish die-off in Canacao Bay
9c32f8e1e6662d1378bc226172133930	D	-	enforcement demolition of illegal structures
a6d1e832351905eb1b1a241ed5451942	K	T1b	fish kill alarms residents
f84cc421420ef872955a93902539630f	K	T1b	massive fish kill off Cavite City
570d32ee388c04c013358612b5ba7651	D	-	fire calamity declaration
d69dc38c0e74c964a2353f87fe7cf479	D	-	food-safety seizure
742b5bfa737953af2b8bca1df0a88a62	D	-	food-safety seizure
7e67fbc9ab7c4ea02b252050dfc83e74	D	-	housing relocation programme
d3f6e503234fb8828fe9749df19bc91a	K	T7	2,100 residents evacuated
911309cce835ef648c865a82a226ecdc	K	T3	seized rice distributed to needy families
5133d289e84d622cd0ec7953fbc95cd7	K	T3	P42M cash aid to typhoon-hit farmers and fisherfolk
CBMiyAFBVV95cUxPUWE5V1VvVmhPekZBNlVOSjBMbFB1SHI4YzZPSFpfbXp2c090TndDcGNqT0hnXzZxakNYbG1jNDVoVDlqa0lOekVWZTFjZlNXV3U5Sk9nSVVIQ3FGOXFkSTk0UGNGSUNIM1BfbWh3UGJ4ZGI2Z2JWb3hhUEo3UVdrN3hOblhoaG1kX1dNTHktYW40TU5uNlBhRlBfX0FuSDMxTDdxUEVfMEtub3l3NjZqaUNvSFR0VGtGdjJ3a2QxWTF3aVk5WEhZUg	K	T6	expressway project killing Imus farmland
4e65e06bc665f326b050d3eea991e57c	K	T4	TUPAD cash assistance to informal workers
ed8a83856ca27d14ef8165eea458f02e	K	T6	expressway project killing Imus farmland
ea685546474ec604b52792e4a6c2a966	D	-	harvest photo essay
1ac98781686be0bf2d03453643fd6880	K	T3	BBM rice benefit distribution
57fed99e3aa0210c136b06c5e356ab9e	D	-	celebrity election commentary
f0b141f43e2c58d9a9372b5e33bec746	D	-	opinion column
9cca468aa984347ae6d62d96c0c7e203	D	-	celebrity election commentary
b2d56ce060e058c7565cbb386a73b365	D	-	celebrity election commentary
7b2bf3590189494cfab9ba375c3c0139	D	-	flooding, no displacement or food content
655b14e9792dab24aa77a5445300899e	K	T1b	fishing ban detrimental to fisherfolk livelihood
e3d2bfa7bb0b1c10302445582716fefe	K	T8	violent demolition injures fishers
2b28782a60f7c92d4476183356f1498d	K	T3	rice aid taken back from 4Ps families
c6b8789febacf0c26f1a6c59c608abbc	K	T7	260 stranded families evacuated
d0f8fdb50ac54e82808a32e7fb392185	D	-	election campaign platform
0a11036a36f9471d732045de38feda4a	D	-	Nigeria agricultural insurance, Naic name collision
19ad5b96f714281159da09279bdb6868	K	T7	river wall collapse, residents stranded on roofs
c04724dadd3d790277531b9641ef34d0	K	T3	presidential aid distribution
60db5d83eba51034c4c5d10e01e298dc	K	T3	aid distribution failure investigation
8407e66602aaa7fdbcd6b1c96a104307	D	-	corporate CSR relief
92b576f5035c979a3867080c9adbf8d9	D	-	flood-control infrastructure inspection
994dd3f10d8d341a5ab7a97c461db0e7	D	-	impassable roads, no food-transport link
1b72611e299469626636683dd907036a	D	-	pottery studio travel feature
dc52eb7dc7e994bb08dd6b995212071d	D	-	coffee destination travel feature
bdc19aeb824c4f636ddfc8ab122f98c1	D	-	agricultural festival
084acbd63768ec34e8b9bb7549217d3d	K	T6	ashfall devastates Tagaytay pineapple farm
e9d8f30fbd6cc7a17e30b43e0bb5c0b4	D	-	national feeding-programme column, no CALABARZON tie
e16d9ea4724c01d9799e7f3ebb50ea4b	D	-	nutrition month ceremony
1a995d766bb0ae3ddd201ce178ce82f7	K	T7	22 houses washed out, 699 evacuated
30a8dc06e8e303b9ba77bf9e812e844b	K	T7	relocation of 1,300 coastal families after storm surge
e17ce1375f21d200930081610ec14d6e	K	T4	livelihood boats and engines for fishers
bcf1a42c064d9dd66287ffa76a3e6cbf	D	-	recreational fishing video
bfda6cc5c56473caefc9024ca507aaf3	K	T3	rice assistance to 800 flood-hit families
9157ace5d8c9c8bc676e0283f1b25037	D	-	bare calamity declaration
7ea579f41c86fcfd12a6e729abf16bd2	D	-	bare calamity declaration
a56592da331665d530bb6936f552e67c	K	T1	price and supply monitoring of basic necessities
CBMimAFBVV95cUxOWDlmaGF6My1tZllKd1lCZ0I4M1JCVGpJZTVSQUNUanlCVGtLUGxSampPa1pBS2FOOWJFbkVCQ1VVcEMxYXhBQU5LT2luRF9xSW1CTEpONzJSRzBrankxSl93enNLNEVYYU14RjlGaHJlaFlqb2k1a1JSV25NUV80R0lDN2xrSHRabUhJalF1YksyS2pTQTc4cw	K	T6	coffee farmers struggle after ashfall
c54bbcdbace906a3da87eba52c0867b4	D	-	COVID calamity declaration
c4d7759720d5a66474b83b5835a9c494	K	T7	LGUs evacuate residents from high-risk zones
f0135133e9ea2c7bf7b16cb9aba5be20	D	-	bare calamity declaration
518013c76157a92a9e05b2a933fec6f5	D	-	bare calamity declaration
2c8234485406a1601870bc610df4155f	D	-	flood-control infrastructure completion
8d807a4ad58f151125649c6038a48dee	K	T2	vegetable programme for 10K malnourished children
2abe86df4ba0028fe7a444d4d99220b9	D	-	class suspension
96b9ad774dad2f9048a009d3ced66ba2	K	T3	DSWD aid distribution after typhoon
b92366e203a34d1514b354db14e0512a	K	T7	floods force hundreds to evacuate
ce54fc1d44c27d4ac3e47ad33c931e7d	K	T1b	oil spill calamity in 8 fishing towns
934232c1febd50be22f39eb628d015c2	K	T1b	oil spill calamity declaration
CBMiogFBVV95cUxQd21WWldPa2g1cEZvZGVOd1ZzSzdPQi11LXFpNERGbjdYYUJSQk9xS1Nmd2NHYVlBR3Z5R0JJa3NxY0RaemtfYjZxZl9xOUFpOFh6NUtJZFd6NFpuN0xPVW1ocDFST3NWLVZKa2RHbXlBLWpZUVJyWkdrRmZONTZpMzhhdWo1MlpWMENlbUZ5VGR6bXRHYkk3Y1BheGl2ZjhSbWfSAacBQVVfeXFMTlB4NUtnVnZSLVh0MjhaeGNfbU5Oc3o0OWwybWFrYWNmM2tLalNtQVNEMXpZRFRkZVBEQzFRRU9PUmdOR0k2cUVqSlNSb2lGcktmMWg5WGZxNVFTRUVXaXFQanl6N0ZFV2FfMU96R3ozc0hMWWRyanRWc1NjSm9CMG85RkhfNU1jeHFTY2p5VEZPTmdubVI3RDlsZXl1TEZpSGJlSU53RE0	K	T3	aid for 1,600 oil-spill-affected fishermen
dba4e06a041811d43e2ca25ae5c6ffb5	D	-	bare calamity declaration
4dbb679f3d088a89ec88ea67894c6d7e	D	-	infrastructure project approval
34c6fb8e8a76a4415e60e501662b440e	K	T3	subsidised rice programme expanded to Cavite
450be2fd20734feb15c641f1e466c0b5	D	-	climate policy forum
25ec5bdcc43fed063b45dbbaafc24694	D	-	opinion column
ad07d5ffdfe27e20990f0dc4cf682d0a	D	-	bare calamity declaration
120763993337178c32da3b8082c06372	D	-	celebrity waste-disposal appeal
97f97ac1862937c2d9e6413cf0abd3c0	D	-	hiking trail closure
8162eac0cd53909853d9cd9537d1a4b3	K	T1b	consumption of fish and shellfish prohibited
ddd0510e4a3309b6d6c1d930120c1ebb	K	T1b	fish samples tainted with petrochemicals
14ec61d6c59200146d3eef64a46c09b3	K	T3	P178.65M aid to El Nino-hit farmers and fisherfolk
ae7a95ef0e5a066176f5242c958f91b6	D	-	smuggling enforcement
45f6f462edab4e2dffd37209c087ceec	K	T1b	dredging causing fish to surface
533c0c3cee8f5a776a0943cbca248f62	K	T1b	algal bloom fish kill
4e0c50e09f8ef16f4a6471f5dbb64e55	K	T1b	public warned against eating fish-kill catch
b6ad8e61ab553cc287e09fe8c16bd7bd	D	-	document forgery arrest
b8b764bca9276d72be77d2e3ef6f1c91	K	T1b	fisherfolk seek suspension of shipyard threatening grounds
6a0d10fae4c97f5f94cf7189df5c9e4d	K	T3	rice distribution to 4Ps beneficiaries
847e60b7589dfa9792798ee5f8e999d1	K	T3	1,200 sacks of rice plus DA farmer assistance
8007cb353b9be5dfb3dee1804894c15f	K	T3	seized rice distributed to 4Ps beneficiaries
91c30a44bf88f4184a508940e3c28026	K	T3	1,200 sacks of rice plus DA farmer assistance
052df30a30c4b0307ef570e402d5b225	D	-	bare calamity declaration
a6497ead6d9108dc3425d0cec894931b	K	T1b	fisherfolk protest fish cage demolition
fb085b338acd160820d6bff8eefa8f1b	D	-	bare calamity declaration
ec184d95a83df69abc357123192f0e1f	D	-	nutrition month ceremony
d0fae2780effe4deb5b8644baafa8505	D	-	farmer briefing session
0c02556759db85c7cdd55741358d8894	D	-	farm feature profile
d6ab643411aebd3128eabc878f512842	K	T1b	fishing ban lift sought
2c18a8e9f850ecad329926c8b5ba711e	K	T3	rice subsidy to typhoon-affected residents
3829f8d5776d476feccd9717427cfeea	K	T4	livelihood boats for fisherfolk
47a77cc565ce4a9818e174158057586a	D	-	celebrity farm feature
ea44a539fa8c13f40a31b2f0be7ef7b6	K	T1b	dredging and reclamation reducing fish catch
d4218bcbb7631c67a2c4290639ffc868	D	-	irrigation capacity building
cd645ba9e2f688d447da3b3c922de15b	D	-	trade-industry newsletter, not a news publisher
ef15b7a9cf3739fc40b693360267b496	D	-	harvest festival
fe8d14060a6079aae26fd886fdbe1ae3	D	-	bare calamity declaration
77b76e3ad1c337fd8e366f5f0260806a	K	T1b	oil spill reaching Cavite fishing waters
406da918f145a8fa548e006b905dbcfd	K	T1b	oil spill reaches shorelines
a90d3407e951e22e7f92484373e4925c	K	T3	food packs for oil-spill-affected fishers
111de8efee6cb37b9ee81d8023bc1833	K	T3	BFAR relief for oil-spill-affected fisherfolk
c0de0818de49b398212416028fd0a936	D	-	enforcement demolition
a8556721caa1b63d90e28e7c0f351ba2	D	-	farmer feature profile
c619aa12b8473a7b99e1cd542a1b56f3	K	T1b	fish and shellfish still unfit for consumption
cb5da44cc943437247728c48e061466c	D	-	salt harvesting photo essay
fbe59133048cfb2d4d4854cccb0b9efd	K	T1b	suspected ASF deaths in piggery
244c6a515a1b3f3de5dcd83f3565efef	D	-	enforcement demolition
9df8c68db3ab75be731d44729e992cc5	K	T1b	fishers seek revocation of dredging permits
a3687be4c9d7322d6bf014a55d4ffc86	K	T1b	fisherfolk seek cancellation of dredging clearance
6ead0ec2000ac833bd93bcdfd97a8e5c	K	T7	floods force evacuations
b56ea1a04a8bd5d4b03fceb17adfb77b	D	-	local political exchange on ayuda
a4afa7c74aa92c82dd349d505d027985	K	T1b	fishermen halt work over dredging and reclamation
66f9a794dc411be7d275f34d31485305	K	T1b	fishers alarmed over oil spill threat
4069a0d76d980e7eb9a95788ad364a81	D	-	stranded commuters
abf492fb2c670403b93547dae3866a8f	K	T3	DOLE aid for oil-spill-affected fisherfolk
7e2e3c616f11ab0b06e7eb1dba4b7340	K	T1b	oil spill calamity in 8 towns
7049f5ee504d12a3c615d4f9adc950d3	K	T1b	oil spill health risks, towns under calamity
420065f3bac91e96c358c34ac4bc389c	D	-	dairy business feature
ac09c07139185a85740137310a9bdda7	K	T4	higher fuel costs shrink fisherfolk catch
29c7670535cafab70f9e2f106dae0a9f	K	T4	fuel price hike burdens fisher
f924cad4a6e417a31475f6da80915d74	D	-	flood-control project directive
9ebef632bdb503beb6371ae1f89f9ded	K	T3	subsidised P29/kg rice sales
d8d6b9bf3598941c67088532b40c76cf	K	T1b	fishing ban maintained
51e12b7e1a570cef03e23da3c33523f8	D	-	dengue campaign incentive
c513b49b01c50a704e7e7e7b91e04372	K	T1b	algal bloom fish kill
dafe9db4d71647feeaa556872652b42b	K	T1b	fish kill monitored
7f6bef2520c55394e99c37617a7e8a84	K	T1b	algal bloom fish kill
ff70c048b5dd8fecd59bd704cc412e83	K	T1b	BFAR assessment of fish kill impact
dd7ecb200c5521b88493f3d86252ac3a	K	T3	Kadiwa subsidised market for farmers
94dc76e01e74502150a41e7d2c030f16	K	T3	presidential rice distribution
48b8902caa0243a190a5f8add6b0499b	D	-	irrigation capacity building
1378c62d2766120223b23990b890be50	K	T1b	dredging and quarrying threaten fishing livelihood
89c21acec88dccba7c414b96f5f31551	K	T1b	fisherfolk lament dismantling order
364c87ec28564e1bffa7668fe792d355	K	T3	cash aid to fisherfolk
10eeee71ac326286d3cfc1e52cb514d5	K	T4	fishers and vendors seek oil-spill compensation
8c823c15d22358503dba0c866a26273f	D	-	corporate CSR feeding programme
f86c080f67e7e70bfe420228af8274e2	K	T8	fisherfolk and farmers oppose demolition
a14e5021f3fc09ee2be95fb838362a43	K	T1b	Cavite fish unsafe to eat
ceaff3fd3cdb6a830ef3f4defd62d961	K	T1b	fishers oppose reclamation of fishing grounds
f9b4ba95d5a6d601eb4e2fb12c2dd774	K	T1	farmers coop lowers prices during ECQ
45295709268b2f13fed07174920de8bd	D	-	post-harvest modernisation, capacity building
e4a9806a246820fba40bd914bbf9ea91	K	T1b	BFAR investigates massive fish kill
bb0bf5ccdbb683e71cdaf353ca361f0c	K	T6	farmers brace for El Nino
bb7b22a3e4d1b6d8e3df94c884e0d7f1	D	-	bare calamity declaration
b7971ba3a8d8b22f4f64849acb7f9516	K	T4	29,000 fishers livelihood at risk from oil spill
8183851025fd10ea9aae45daabfd9b3b	K	T4	fisherfolk struggling amid monsoon and oil spill
edff87433fd4e2f697a01a29892eda07	K	T3	Kadiwa outlet opens
823cca9e6dcf215813e1e7ffeaa08d1e	D	-	promotional feeding-programme notice
555bd8ad441a1e7e5edbc854022a7d5c	K	T3	P6.1M for oil-spill-affected fisherfolk
679bddf676f1ac99bc56ce1058c8bd24	K	T4	compensation sought for disrupted fisherfolk livelihood
2bd498ed8b8e1ec7e21b4ffeb7194379	D	-	enforcement demolition
b81a62a8f9050abafd927ae984041385	D	-	enforcement demolition
447442ac0b6b52c95cb3837a748d7c6b	D	-	bare calamity declaration
bc45de02f0fff02e21f494951ab02ac4	K	T1b	fish and shellfish unsafe for consumption
c176ba62855a6e5f952f1109a2b33be8	K	T1b	fish kill reported
a66e6be65787111e05992057dbaed55e	K	T1b	PCG reports fish kill
6915721263a4db257edb78883b8198b7	D	-	human-interest gift segment
2eb07022dcc9365be51eaa1e9035d3a9	K	T3	groceries and rice distributed to district
9b98243c04de82bf790de6b20283064a	D	-	nutrition planning policy
83a35302a0b9f1dce6983139b8a14548	D	-	bare calamity declaration
4acf4bfcd0083e8370187fca9a6be2a2	K	T1b	oil spill calamity in 8 towns
5288cf687d455cca49bd7742ce347bfe	K	T1b	oil spill calamity in 8 areas
0a7bba743c6df6ef9678cdff6e8af140	K	T1b	no-catch zone declared over oil spill
369f8645272b9e301c489077460c8530	K	T1b	oil spill reaches Cavite, calamity declared
51492af7b8094617035f2b514cbbe27b	K	T3	concern over ayuda distribution failure
c5b5bc737838caf23e2454cff6b048fc	D	-	youth farmer rights ordinance
6eccdc67952be89c0e989a7978572f5f	D	-	improvised flood crossing
c0bb9ff9027063ab3d81d907fee337f2	D	-	promotional health and nutrition notice
fc516791e1993c9ec9907041198816f7	D	-	circumcision programme, ISDA acronym false positive
94fcc614f96f7216f39f3dc0d3ffe870	D	-	hog yard sanitation enforcement
e65daaae63b216272cda7aeb4f8ef44f	D	-	promotional nutrition office statement
836d6ba62e4f281c290d7fcbd642d109	D	-	food heritage feature
3870642159d6cbd43e5df348224f7a15	D	-	improvised flood crossing
CBMiUEFVX3lxTE50c1Y5aVg3alF4UlVna1YyS01WdWlhaFNTNUdNNEFTNW1tZVhlZGRjaks1c3VlcVZkRFJyTDBaeGF3TmFINmZyVEJBU05HVENw	K	T4	fish vendors displaced by railway project
89b065e1491f042ab4bfd4bf42a5a310	D	-	landslide missing persons
4fdb2a9e8add8e28e3d855ed962f562c	K	T1b	ASF border control
c41fe32c495b8ff368e53816eb2211c3	D	-	corporate housing CSR
b9452853a6757849b4d467f4c55f041c	D	-	corporate CSR community garden
affcb6765d25ef1c6a44efebb9f33c14	K	T4	palaspas-making towns lament lost income
0cdb8c3a68f0dcf48843acc1ff02c5be	D	-	farm feature profile
056c9ae76fc69438bc489297149aae1f	D	-	landslide fatality
bc05f898a76ac3d932273ab1353bb960	D	-	distillery product pivot
b123f229ad1b6488c1c0315fdb94697b	D	-	flooding, no displacement or food content
d4e09f68cd361352f9facffd3661b38f	D	-	national price-cap commentary, affiliation not a location tie
3c92e410234ead8b204eb573d897f627	D	-	national logistics and inflation policy
984748341115a5fdf6057c3155721453	D	-	academic partnership
24e3614ab9ae8a3e850a96d537af683e	D	-	academic partnership
47fa833b976c6be6f84e60668f828180	D	-	rice research
6556c69111f1a7b6c77b07850c5fe606	D	-	agricultural research
c0e57631baa81e288dcfc999be518779	D	-	research support to ASF response
1a9762042176a4964f5f80ff0f458462	D	-	policy proposal by researcher
118103ced816b96a818e270fd6534efc	D	-	science forum
af4e1da97ad4ddcc76e256a862258818	K	T3	ayuda distribution readied
1420257d3681bb5c3435d479cde80086	D	-	rice research institute release
c456a52d40c27277d2a3b1012a9df22d	D	-	rice-waste awareness campaign
be4b30f987458b2ecd0f7dd0e9533a18	K	T2	municipality addressing malnutrition
51bb5e3a01fb83b44783c303f976291c	K	T2	partnership tackling malnutrition in Laguna
464e60923861e81fea1e58c215ee2acf	D	-	rice research collaboration
a0fff460dbbb0b40676a92bbc2d84775	D	-	biofertiliser research
4709e185f26ed9bc8ee9b0ae143df2ab	K	T6	half of town flooded, P3.4M agricultural damage
CBMipAFBVV95cUxQaW91Mnl3dHJMRzFPa3pDcEpxN051a0thNGFVbmNOcWdVYkx6QVlhd3ltQm8taTZfNGZ5T0ZsRV9CeXF0ZXJYZExuMWxENVh6QUN3S3BXaVJzRU5KRDg5SDVJT01HSGhWcDYwa3VIenByV3Rka09POHFXNm9sM2RHMGQzM2tqSFFjT2VsM0lIMmJHVmE0YWYyLWRqTWtrQkNSYzZQWg	K	T6	half of town flooded, P3.4M agricultural damage
db502f6dee50d4732cb50a07aca14168	D	-	landslide fatality
526f7d8ec8ae59e1a111ac7950200f4b	K	T3	OVP relief aid to storm-affected towns
dda7a7c8b2f06a051229991cc31fc387	D	-	national pork price policy, Pangilinan surname mistag
f8da6f26a90114d51479be7d0b7cbcf3	D	-	bare calamity declaration
8792174a2cc49e1b6fabc906c43d1020	D	-	cafe product feature
93e80eda0e2ad466799a2f8257f3df5b	D	-	bare calamity declaration
c1e5ecab85d7a948a7a5720db2df204f	D	-	flooding, no displacement or food content
0c025c604a9cb5743e8d4ed339e91a31	K	T1b	fish kill in Laguna de Bay after lockdown
50d8ae89fc8de5bfadb3921ce48b0a30	K	T1b	2 tons of tilapia lost to fish kill
e6e165b4cf102b6d650c3e353c448df4	D	-	corporate CSR relief
a5301a9dc74ac649cd22ad68fc06d625	D	-	flooding, no displacement or food content
9b3eec55237bd917e5e6255c112509d5	D	-	flood-control summit
b55d67704b2291b52cf9a48bde8177a8	K	T4	laid-off workers turn to side jobs
59cd3287d70fb7928c2536b2f1274a03	K	T3	Kadiwa store opens
70f22ab463840f8823892c883079d1da	K	T4	plant shutdown, job losses
e9e62785e019d2f7abf5bb2375177825	K	T4	online market for farmers and jobless locals
f578e269de6a3577b45223017527b48b	K	T4	hiring of workers displaced by lockdown
6094115392f8ee9f042a5af3b5f98f48	D	-	national agri panel reconstitution
0e99208c578ac4b658302fd534281c3e	D	-	food culture essay
6c84516e86532ffc044fbe27c19cb27d	D	-	flooding, no displacement or food content
6f540f9539c9a0c451134dcc3f178b81	K	T4	plant shutdown, job losses
cc43cbebba52891ded9b6165a5d761f6	D	-	West Philippine Sea fishing losses, no CALABARZON tie
b52367859b6a59a8910e75ff6bb79d3c	D	-	national election platform
79770ca6cba905cf2dfbd5176a11a1e4	D	-	opinion column
631f6e861b0b75a58a7dbad5a73eeeed	D	-	maritime territorial dispute
c43900d5923c86e1188efdf43bbccf36	D	-	school cleanup
fc167600c098b24122bdf95cae948329	D	-	editorial column
eef880ea60386ff9d8d4051006d3c58c	D	-	class suspension
CBMiUEFVX3lxTE96ekJKSEpFTEZFRUdEMGJxS0xIbkhselpuY3pqOG00RVY5ekFRSlNEUEoySVFFNEVWSUl3dmNYM1p4cTdEcXNNazh4YXd6cy1Q	K	T3	food and rice assistance programme
f88b3d592ead8502108c36c34fb9361c	D	-	national programme launch, no CALABARZON tie
CBMitgFBVV95cUxPbWxQY1NvNDJpM01vMnJ6bjR6TmpSdTZMUHlGd0t1UGt3a2ZOczNzMDRXN3dhaVFHXzh5dlFiUldyWTAwNTNBR0ZBbEhJM3dEQ2VLWmRwTE95TmJoQXZtM3lvSnl4QUwtY0doUS1Vb3BPVXpKY3ZpME1LQnFGMTlTR0NzVnZySzIwMHNEZF9sWkZoWXFGMU8wSTJDNWtLTmR5akN1R2VsUnYwcWY0T1NiWXNDU00ydw	K	T6	NGO farm established against hunger
CBMiUEFVX3lxTFBHNFI3R3NmZzcybFkzSnd1N01sWHg2Y2tSNjdNb2x3X2dTdUkzTHp6Mk9CRVlHWXFnR3hELWZIZ3lzOHMzZHRPUUJKR18xVGpj	D	-	aspirational production programme
7406849cf937dfff2f7c48101d41380c	D	-	holiday message
CBMiiAFBVV95cUxQOFg4OTZIWFlRb3FtdDBQVlVPOElIX2NaMnVBZG0yM2FlWUVvc0VINklhNHBTclNKZXNJbkpoYzFkdXFJZWpfSWw3UVBpMXB3X2ZWUEZ6VFJGYnFjTVhKSEo1RHFtQ1pFZHEwbURGcEUyaXlEekRiamJFSnlVWDNiUXJqVzFpc1FD	K	T3	cash aid and food packs to storm victims
CBMiUEFVX3lxTE1WTk15czAwYjNzSzFnZjd3QnVaODlPNHJhMzcxRUVxTGxjWGY0bEhocnFQeUFsYWltOEtxRDRzbml1MUEyWUNCV05uekY2THNN	K	T3	BBM Rice and Kadiwa services reach thousands
fe68511168113bece54ae9a19ddef1fc	D	-	political funding column
CBMinwFBVV95cUxPR011YUJvVjdXY0RBNzAzRGo0MmRfQnFYWFZsbDAtOGxOZmJfenpNZWVRRDR5SWJ3cFc2VkdqbVB6eWs1SEVUbFJjdHFxNzRMX21wa0pDcnJLRjNhQm8xNG0wYVR6dUVmd1c3UnhsVF93SkNJdEo1c2ZTU1B6Y0pEVnU3OFh4eHZLN00xUzY0TWVuRG9TY054RUdwWDRDYjQ	K	T3	P20 per kilo rice in Kadiwa
af6c5c0cfc3c09f69387edfe38c5eb07	K	T3	hot meals distributed to flood evacuees
2d99405e1f20c95bc7fded1105424fdc	D	-	naval deployment, no CALABARZON tie
989e0989b7e82af460fcc2b8c45dd8e8	K	T7	residents living in evacuation centres for months yearly
56f88c9002213c0312edc61d485b6228	D	-	opinion column
9fa814a707541ade3091ae35198709db	D	-	pollution source tracing appeal
d5463617fc39c2ad0abdb4d706ca9764	D	-	US local events listing, Laguna Beach name collision
ca791c4e3a2597504a4a4ad530dfe9e1	D	-	US technology business report
CBMitgFBVV95cUxQTU5EOVBiRmdFdWFBVjRHbER4QnR6MURvSTJHMEZnaHNqdXlwXzVsaDAwV3JWVDNvczAzTHE1LVNYQURDay15RkJWWGdldmgxS0dVdjZRTElidFNSVFJFNDJFLTdEOVlNbnltd1RsOFRGNENfQUFhcGdpYVUwOE94WVpyNnFFMzRtMVBscWdib1ZEVkEtdzVTaFhEUHdaS1JIakdCdkFYTHZVUVQxYkdTZVU4ak91Zw	K	T3	rice programme beneficiaries receiving aid
8483c0b995dfd0de3dbb880c2c10d5f0	D	-	school facilities donation
f3f6da78df5821df81eb0b67c358309e	D	-	US celebrity sports item
66aec22782009e91c22b4b0fdf9f1c2b	D	-	Moldovan archaeology report
ab5427468106948f5250b1643d59625f	D	-	corporate CSR agri-tech award
d7bca9ea35c3410dfd646adec6ec2ff7	D	-	wetlands feature
672b96bc7ebbf03642077612739c7338	D	-	commentary on lake degradation
8d0698c44d56bf9378883ddccb26145e	D	-	San Diego flood advisory
da67b02176fe98a94d1447cbb412ae4c	D	-	Laguna Beach photo contest
243478c21444cf82127a37ce6bca2039	D	-	US health and diet article
16ba45ccc15c7c62e21bd3e5b2b24555	K	T1b	invasive fish threatening lake fisheries
30ae25cb6fe54c932614bfe5472892d4	K	T1b	fishers demand inclusion in solar project on fishing grounds
22937842ecb87baaa2ce4b4658f73e32	K	T1	swine fever returns, pork prices rise
be94ffdba3bd4a8e6af7fdd01d46da65	D	-	agricultural waste processing facility
4bc1f6d53670cebf76805ff470f0bbca	K	T1b	four towns declared ASF-free
466400faf808364384681915aaa61672	D	-	viral floodwater clip
321372a1e71299d6aea1fe5e753171b5	D	-	celebrity tree-planting project
a3c4f2ca12497c941283c99fd6037e96	D	-	aspirational fish production plan
9527edd663682bc9c4f058b466d815c0	D	-	agri technology adoption
5409bf0a0d93e140798093ce5edc64dd	K	T1b	dead tilapia in Laguna de Bay
fb1ee436de6e66d39eea5cd373bfea06	K	T1b	aquaculture production under El Nino stress
68a61694dc4f573ff5a1c3a8eefd2019	K	T3	ayuda assured during ECQ
87e924f7cd1b5c67c3a96cc44384aacb	K	T7	relocation of submerged shoreland communities
9edc715c1c4fe0a90fb63dc54de98c6e	K	T3	community pantry launched
be788000a3d4b16646d792f801b49b2f	K	T1b	fishers complain against lake reclamation
04eab8bc68715234758f6dbb09a4247b	D	-	corporate CSR vegetable farm
8e3023c13ee957c51b3db760593cb8f8	K	T4	subsidy released to farmers
f8eb395ac983220bd88ea874ffaa01ec	K	T8	attacks on farmers in land dispute
668b40676f0296eb4665769b0081d83a	K	T1b	invasive fish threatens lake
3c9d9adfbb852ac025501ed3e332e744	K	T4	expanded livelihood aid for fisherfolk
8e3d0a23e5b9e9649fabf32f983decbb	K	T1b	fish kill linked to wastewater discharge
1d293a233a801660892aead26025aa04	D	-	human-rights abduction case
6a4c8f48533cf39a1a697eb1b47d3e6e	D	-	fingerling distribution, capacity building
90d6945a016f0adc3a2c55ab777245be	D	-	harvest photo essay
b19d98f288aa97ae628d2d0ae4323b6e	K	T3	P20 per kilo rice in Kadiwa
e33f4fc1badf66570aeb5630bd9c5208	K	T7	calamity declared, 55,000 residents displaced
